Date,Commodity,NonComm Long,NonComm Short,NonComm Net
2024-04-30,10-Year T-Note,451643,884608,-432965
2024-05-07,10-Year T-Note,455924,937544,-481620
2024-05-14,10-Year T-Note,522351,870162,-347811
2024-05-21,10-Year T-Note,493503,894475,-400972
2024-05-28,10-Year T-Note,498320,886495,-388175
2024-06-04,10-Year T-Note,447213,901968,-454755
2024-06-11,10-Year T-Note,473542,781234,-307692
2024-06-18,10-Year T-Note,418362,785968,-367606
2024-06-25,10-Year T-Note,432627,752471,-319844
2024-07-02,10-Year T-Note,476717,822093,-345376
2024-07-09,10-Year T-Note,510933,928837,-417904
2024-07-16,10-Year T-Note,378531,1016017,-637486
2024-07-23,10-Year T-Note,387445,1029374,-641929
2024-07-30,10-Year T-Note,415036,1143506,-728470
2024-08-06,10-Year T-Note,441721,1217929,-776208
2024-08-13,10-Year T-Note,458121,1318364,-860243
2024-08-20,10-Year T-Note,411629,1449741,-1038112
2024-08-27,10-Year T-Note,421807,1336244,-914437
2024-09-03,10-Year T-Note,430206,1433033,-1002827
2024-09-10,10-Year T-Note,409121,1431226,-1022105
2024-09-17,10-Year T-Note,431039,1525065,-1094026
2024-09-24,10-Year T-Note,467828,1493106,-1025278
2024-10-01,10-Year T-Note,454080,1597969,-1143889
2024-10-08,10-Year T-Note,489605,1449734,-960129
2024-10-15,10-Year T-Note,477930,1342995,-865065
2024-10-22,10-Year T-Note,478831,1327022,-848191
2024-10-29,10-Year T-Note,429078,1330261,-901183
2024-11-05,10-Year T-Note,451405,1269675,-818270
2024-11-12,10-Year T-Note,419160,1234961,-815801
2024-11-19,10-Year T-Note,424509,1332011,-907502
2024-11-26,10-Year T-Note,427617,1354220,-926603
2024-12-03,10-Year T-Note,434911,1326812,-891901
2024-12-10,10-Year T-Note,438538,1314254,-875716
2024-12-17,10-Year T-Note,492529,1225446,-732917
2024-12-24,10-Year T-Note,521369,1112743,-591374
2024-12-31,10-Year T-Note,543132,1196895,-653763
2025-01-07,10-Year T-Note,609821,1282267,-672446
2025-01-14,10-Year T-Note,677811,1245746,-567935
2025-01-21,10-Year T-Note,654181,1234426,-580245
2025-01-28,10-Year T-Note,683437,1384079,-700642
2025-02-04,10-Year T-Note,743405,1451108,-707703
2025-02-11,10-Year T-Note,726203,1477237,-751034
2025-02-18,10-Year T-Note,727934,1437461,-709527
2025-02-25,10-Year T-Note,677868,1377723,-699855
2025-03-04,10-Year T-Note,637490,1349530,-712040
2025-03-11,10-Year T-Note,584993,1322068,-737075
2025-03-18,10-Year T-Note,569934,1451308,-881374
2025-03-25,10-Year T-Note,631125,1441215,-810090
2025-04-01,10-Year T-Note,562258,1425521,-863263
2025-04-08,10-Year T-Note,452496,1530966,-1078470
2025-04-15,10-Year T-Note,474770,1412525,-937755
2025-04-22,10-Year T-Note,495027,1401133,-906106
2025-04-29,10-Year T-Note,496546,1368083,-871537
2024-04-30,2-Year T-Note,487267,1503710,-1016443
2024-05-07,2-Year T-Note,516333,1538566,-1022233
2024-05-14,2-Year T-Note,541411,1506397,-964986
2024-05-21,2-Year T-Note,553930,1547599,-993669
2024-05-28,2-Year T-Note,488475,1468294,-979819
2024-06-04,2-Year T-Note,516364,1551786,-1035422
2024-06-11,2-Year T-Note,561770,1696986,-1135216
2024-06-18,2-Year T-Note,561637,1825226,-1263589
2024-06-25,2-Year T-Note,603469,1864926,-1261457
2024-07-02,2-Year T-Note,629105,1849488,-1220383
2024-07-09,2-Year T-Note,629962,1862277,-1232315
2024-07-16,2-Year T-Note,693099,1878086,-1184987
2024-07-23,2-Year T-Note,701144,1842537,-1141393
2024-07-30,2-Year T-Note,715610,1819282,-1103672
2024-08-06,2-Year T-Note,716311,1821522,-1105211
2024-08-13,2-Year T-Note,708892,1813498,-1104606
2024-08-20,2-Year T-Note,648767,1801347,-1152580
2024-08-27,2-Year T-Note,604289,1633399,-1029110
2024-09-03,2-Year T-Note,614392,1596854,-982462
2024-09-10,2-Year T-Note,666817,1673033,-1006216
2024-09-17,2-Year T-Note,637164,1663584,-1026420
2024-09-24,2-Year T-Note,730128,1776688,-1046560
2024-10-01,2-Year T-Note,692556,1870775,-1178219
2024-10-08,2-Year T-Note,635254,1860290,-1225036
2024-10-15,2-Year T-Note,557715,1899975,-1342260
2024-10-22,2-Year T-Note,579281,1960191,-1380910
2024-10-29,2-Year T-Note,545677,2025038,-1479361
2024-11-05,2-Year T-Note,516573,2002932,-1486359
2024-11-12,2-Year T-Note,551754,1975625,-1423871
2024-11-19,2-Year T-Note,508805,1956149,-1447344
2024-11-26,2-Year T-Note,521890,1756536,-1234646
2024-12-03,2-Year T-Note,506365,1709264,-1202899
2024-12-10,2-Year T-Note,481986,1736910,-1254924
2024-12-17,2-Year T-Note,487339,1746612,-1259273
2024-12-24,2-Year T-Note,511206,1764181,-1252975
2024-12-31,2-Year T-Note,539560,1812170,-1272610
2025-01-07,2-Year T-Note,555668,1748686,-1193018
2025-01-14,2-Year T-Note,570377,1827583,-1257206
2025-01-21,2-Year T-Note,547540,1721917,-1174377
2025-01-28,2-Year T-Note,594596,1796155,-1201559
2025-02-04,2-Year T-Note,592217,1810841,-1218624
2025-02-11,2-Year T-Note,554284,1852896,-1298612
2025-02-18,2-Year T-Note,509383,1798902,-1289519
2025-02-25,2-Year T-Note,521528,1670981,-1149453
2025-03-04,2-Year T-Note,553273,1724572,-1171299
2025-03-11,2-Year T-Note,519736,1741951,-1222215
2025-03-18,2-Year T-Note,500628,1721184,-1220556
2025-03-25,2-Year T-Note,517534,1699120,-1181586
2025-04-01,2-Year T-Note,544094,1770485,-1226391
2025-04-08,2-Year T-Note,606624,1804733,-1198109
2025-04-15,2-Year T-Note,526857,1781630,-1254773
2025-04-22,2-Year T-Note,545259,1843254,-1297995
2025-04-29,2-Year T-Note,588984,1795361,-1206377
2024-04-30,30-Year T-Bond,258380,281494,-23114
2024-05-07,30-Year T-Bond,267918,292587,-24669
2024-05-14,30-Year T-Bond,271919,267632,4287
2024-05-21,30-Year T-Bond,279564,265388,14176
2024-05-28,30-Year T-Bond,278502,234666,43836
2024-06-04,30-Year T-Bond,288078,303568,-15490
2024-06-11,30-Year T-Bond,285394,297305,-11911
2024-06-18,30-Year T-Bond,301229,334566,-33337
2024-06-25,30-Year T-Bond,282898,333896,-50998
2024-07-02,30-Year T-Bond,318156,339762,-21606
2024-07-09,30-Year T-Bond,304975,339396,-34421
2024-07-16,30-Year T-Bond,307574,354724,-47150
2024-07-23,30-Year T-Bond,301464,365623,-64159
2024-07-30,30-Year T-Bond,325275,371194,-45919
2024-08-06,30-Year T-Bond,339271,397126,-57855
2024-08-13,30-Year T-Bond,347997,374327,-26330
2024-08-20,30-Year T-Bond,349758,383253,-33495
2024-08-27,30-Year T-Bond,347170,361404,-14234
2024-09-03,30-Year T-Bond,350527,383571,-33044
2024-09-10,30-Year T-Bond,353380,417610,-64230
2024-09-17,30-Year T-Bond,358317,468028,-109711
2024-09-24,30-Year T-Bond,353820,506402,-152582
2024-10-01,30-Year T-Bond,358613,455191,-96578
2024-10-08,30-Year T-Bond,362540,438715,-76175
2024-10-15,30-Year T-Bond,388158,448336,-60178
2024-10-22,30-Year T-Bond,390276,464113,-73837
2024-10-29,30-Year T-Bond,417193,472010,-54817
2024-11-05,30-Year T-Bond,427232,464983,-37751
2024-11-12,30-Year T-Bond,425158,466926,-41768
2024-11-19,30-Year T-Bond,430752,466397,-35645
2024-11-26,30-Year T-Bond,420522,467936,-47414
2024-12-03,30-Year T-Bond,408017,466792,-58775
2024-12-10,30-Year T-Bond,410909,450402,-39493
2024-12-17,30-Year T-Bond,407771,454074,-46303
2024-12-24,30-Year T-Bond,418272,444614,-26342
2024-12-31,30-Year T-Bond,433673,468538,-34865
2025-01-07,30-Year T-Bond,441446,458273,-16827
2025-01-14,30-Year T-Bond,454757,454705,52
2025-01-21,30-Year T-Bond,456188,431732,24456
2025-01-28,30-Year T-Bond,466674,438090,28584
2025-02-04,30-Year T-Bond,455777,460704,-4927
2025-02-11,30-Year T-Bond,478347,434346,44001
2025-02-18,30-Year T-Bond,485270,437489,47781
2025-02-25,30-Year T-Bond,415998,375086,40912
2025-03-04,30-Year T-Bond,341103,358900,-17797
2025-03-11,30-Year T-Bond,311903,346107,-34204
2025-03-18,30-Year T-Bond,314099,327609,-13510
2025-03-25,30-Year T-Bond,260000,298275,-38275
2025-04-01,30-Year T-Bond,256314,288962,-32648
2025-04-08,30-Year T-Bond,266449,284603,-18154
2025-04-15,30-Year T-Bond,214477,315262,-100785
2025-04-22,30-Year T-Bond,202519,310206,-107687
2025-04-29,30-Year T-Bond,188518,274074,-85556
2024-04-30,5-Year T-Note,434860,1581458,-1146598
2024-05-07,5-Year T-Note,483030,1646879,-1163849
2024-05-14,5-Year T-Note,469333,1795438,-1326105
2024-05-21,5-Year T-Note,446114,1868919,-1422805
2024-05-28,5-Year T-Note,390636,1767753,-1377117
2024-06-04,5-Year T-Note,389117,1962154,-1573037
2024-06-11,5-Year T-Note,405601,1903025,-1497424
2024-06-18,5-Year T-Note,421655,1875055,-1453400
2024-06-25,5-Year T-Note,428361,1914558,-1486197
2024-07-02,5-Year T-Note,425719,1963691,-1537972
2024-07-09,5-Year T-Note,454103,2020704,-1566601
2024-07-16,5-Year T-Note,494873,2071047,-1576174
2024-07-23,5-Year T-Note,498393,2021654,-1523261
2024-07-30,5-Year T-Note,554750,2210788,-1656038
2024-08-06,5-Year T-Note,578521,2266597,-1688076
2024-08-13,5-Year T-Note,599507,2294579,-1695072
2024-08-20,5-Year T-Note,586030,2322840,-1736810
2024-08-27,5-Year T-Note,545315,2201572,-1656257
2024-09-03,5-Year T-Note,548634,2267330,-1718696
2024-09-10,5-Year T-Note,522020,2242016,-1719996
2024-09-17,5-Year T-Note,607540,2201400,-1593860
2024-09-24,5-Year T-Note,587823,2142255,-1554432
2024-10-01,5-Year T-Note,550762,2101552,-1550790
2024-10-08,5-Year T-Note,488596,2088921,-1600325
2024-10-15,5-Year T-Note,452589,2082613,-1630024
2024-10-22,5-Year T-Note,485990,2126977,-1640987
2024-10-29,5-Year T-Note,458688,2139159,-1680471
2024-11-05,5-Year T-Note,464380,2231789,-1767409
2024-11-12,5-Year T-Note,441144,2310354,-1869210
2024-11-19,5-Year T-Note,407669,2390695,-1983026
2024-11-26,5-Year T-Note,398080,2163651,-1765571
2024-12-03,5-Year T-Note,402072,2263172,-1861100
2024-12-10,5-Year T-Note,419439,2209869,-1790430
2024-12-17,5-Year T-Note,435419,2197736,-1762317
2024-12-24,5-Year T-Note,477098,2237520,-1760422
2024-12-31,5-Year T-Note,416502,2237095,-1820593
2025-01-07,5-Year T-Note,390938,2191841,-1800903
2025-01-14,5-Year T-Note,362051,2139672,-1777621
2025-01-21,5-Year T-Note,362768,2158959,-1796191
2025-01-28,5-Year T-Note,417956,2194011,-1776055
2025-02-04,5-Year T-Note,366638,2294304,-1927666
2025-02-11,5-Year T-Note,430766,2292501,-1861735
2025-02-18,5-Year T-Note,412913,2150446,-1737533
2025-02-25,5-Year T-Note,370975,1996748,-1625773
2025-03-04,5-Year T-Note,447699,2246060,-1798361
2025-03-11,5-Year T-Note,489613,2362980,-1873367
2025-03-18,5-Year T-Note,467808,2373748,-1905940
2025-03-25,5-Year T-Note,461359,2361446,-1900087
2025-04-01,5-Year T-Note,522974,2544651,-2021677
2025-04-08,5-Year T-Note,466812,2488387,-2021575
2025-04-15,5-Year T-Note,425684,2487259,-2061575
2025-04-22,5-Year T-Note,536772,2728206,-2191434
2025-04-29,5-Year T-Note,605281,2897825,-2292544
2024-04-30,Australian Dollar,41293,124528,-83235
2024-05-07,Australian Dollar,49480,113996,-64516
2024-05-14,Australian Dollar,40059,117230,-77171
2024-05-21,Australian Dollar,50536,106769,-56233
2024-05-28,Australian Dollar,53892,103808,-49916
2024-06-04,Australian Dollar,51661,102964,-51303
2024-06-11,Australian Dollar,45540,110325,-64785
2024-06-18,Australian Dollar,55699,97355,-41656
2024-06-25,Australian Dollar,64620,88296,-23676
2024-07-02,Australian Dollar,77951,93787,-15836
2024-07-09,Australian Dollar,98997,96584,2413
2024-07-16,Australian Dollar,106312,95199,11113
2024-07-23,Australian Dollar,96973,105787,-8814
2024-07-30,Australian Dollar,79236,110606,-31370
2024-08-06,Australian Dollar,68193,108392,-40199
2024-08-13,Australian Dollar,65028,107644,-42616
2024-08-20,Australian Dollar,70554,109439,-38885
2024-08-27,Australian Dollar,81486,100645,-19159
2024-09-03,Australian Dollar,87118,94982,-7864
2024-09-10,Australian Dollar,74259,88301,-14042
2024-09-17,Australian Dollar,53941,94063,-40122
2024-09-24,Australian Dollar,81924,93172,-11248
2024-10-01,Australian Dollar,101462,86934,14528
2024-10-08,Australian Dollar,111561,78139,33422
2024-10-15,Australian Dollar,99051,79782,19269
2024-10-22,Australian Dollar,102509,74830,27679
2024-10-29,Australian Dollar,93677,66161,27516
2024-11-05,Australian Dollar,91488,60512,30976
2024-11-12,Australian Dollar,83555,53760,29795
2024-11-19,Australian Dollar,86703,55105,31598
2024-11-26,Australian Dollar,88694,56918,31776
2024-12-03,Australian Dollar,86699,65298,21401
2024-12-10,Australian Dollar,88751,80266,8485
2024-12-17,Australian Dollar,32929,94460,-61531
2024-12-24,Australian Dollar,31414,99584,-68170
2024-12-31,Australian Dollar,35248,106659,-71411
2025-01-07,Australian Dollar,33116,106549,-73433
2025-01-14,Australian Dollar,26135,103766,-77631
2025-01-21,Australian Dollar,31179,102475,-71296
2025-01-28,Australian Dollar,32196,104027,-71831
2025-02-04,Australian Dollar,35330,110639,-75309
2025-02-11,Australian Dollar,40368,105953,-65585
2025-02-18,Australian Dollar,46918,103641,-56723
2025-02-25,Australian Dollar,50873,96453,-45580
2025-03-04,Australian Dollar,55151,103384,-48233
2025-03-11,Australian Dollar,52171,100397,-48226
2025-03-18,Australian Dollar,27628,98077,-70449
2025-03-25,Australian Dollar,28124,105570,-77446
2025-04-01,Australian Dollar,26211,102074,-75863
2025-04-08,Australian Dollar,28493,91793,-63300
2025-04-15,Australian Dollar,19740,78588,-58848
2025-04-22,Australian Dollar,27175,81757,-54582
2025-04-29,Australian Dollar,26602,76545,-49943
2024-04-30,British Pound,43668,72658,-28990
2024-05-07,British Pound,51777,73590,-21813
2024-05-14,British Pound,48674,68749,-20075
2024-05-21,British Pound,68538,67485,1053
2024-05-28,British Pound,93041,67639,25402
2024-06-04,British Pound,102118,58908,43210
2024-06-11,British Pound,110300,58179,52121
2024-06-18,British Pound,105920,58299,47621
2024-06-25,British Pound,102547,58499,44048
2024-07-02,British Pound,106753,44712,62041
2024-07-09,British Pound,135316,50626,84690
2024-07-16,British Pound,183287,50385,132902
2024-07-23,British Pound,188489,46306,142183
2024-07-30,British Pound,165635,54164,111471
2024-08-06,British Pound,126080,51681,74399
2024-08-13,British Pound,102603,54791,47812
2024-08-20,British Pound,125634,58123,67511
2024-08-27,British Pound,152163,62232,89931
2024-09-03,British Pound,160773,52695,108078
2024-09-10,British Pound,142072,51784,90288
2024-09-17,British Pound,124822,61843,62979
2024-09-24,British Pound,155325,68333,86992
2024-10-01,British Pound,161469,67704,93765
2024-10-08,British Pound,157666,64531,93135
2024-10-15,British Pound,151923,66121,85802
2024-10-22,British Pound,140603,66027,74576
2024-10-29,British Pound,132636,66280,66356
2024-11-05,British Pound,120737,75653,45084
2024-11-12,British Pound,119992,63942,56050
2024-11-19,British Pound,101713,61398,40315
2024-11-26,British Pound,98459,76825,21634
2024-12-03,British Pound,98056,78730,19326
2024-12-10,British Pound,102763,75638,27125
2024-12-17,British Pound,88265,66618,21647
2024-12-24,British Pound,84558,65235,19323
2024-12-31,British Pound,86202,65367,20835
2025-01-07,British Pound,81343,66837,14506
2025-01-14,British Pound,80557,80119,438
2025-01-21,British Pound,75696,83953,-8257
2025-01-28,British Pound,59331,81003,-21672
2025-02-04,British Pound,65442,76765,-11323
2025-02-11,British Pound,69087,72255,-3168
2025-02-18,British Pound,73564,74143,-579
2025-02-25,British Pound,74089,69626,4463
2025-03-04,British Pound,81866,63292,18574
2025-03-11,British Pound,94786,65593,29193
2025-03-18,British Pound,95941,66539,29402
2025-03-25,British Pound,109016,64733,44283
2025-04-01,British Pound,104986,70360,34626
2025-04-08,British Pound,91733,74423,17310
2025-04-15,British Pound,85708,79199,6509
2025-04-22,British Pound,94021,73531,20490
2025-04-29,British Pound,91064,67105,23959
2024-04-30,Canadian Dollar,33793,96994,-63201
2024-05-07,Canadian Dollar,32945,102166,-69221
2024-05-14,Canadian Dollar,34286,114589,-80303
2024-05-21,Canadian Dollar,35399,126223,-90824
2024-05-28,Canadian Dollar,37299,123884,-86585
2024-06-04,Canadian Dollar,37360,128999,-91639
2024-06-11,Canadian Dollar,37310,166803,-129493
2024-06-18,Canadian Dollar,22778,170709,-147931
2024-06-25,Canadian Dollar,27790,150202,-122412
2024-07-02,Canadian Dollar,21850,142202,-120352
2024-07-09,Canadian Dollar,20263,131475,-111212
2024-07-16,Canadian Dollar,24734,157207,-132473
2024-07-23,Canadian Dollar,24087,185690,-161603
2024-07-30,Canadian Dollar,23726,219989,-196263
2024-08-06,Canadian Dollar,21993,203625,-181632
2024-08-13,Canadian Dollar,20668,200279,-179611
2024-08-20,Canadian Dollar,19528,183938,-164410
2024-08-27,Canadian Dollar,19325,129327,-110002
2024-09-03,Canadian Dollar,31460,100004,-68544
2024-09-10,Canadian Dollar,23773,92726,-68953
2024-09-17,Canadian Dollar,21464,94614,-73150
2024-09-24,Canadian Dollar,25305,90894,-65589
2024-10-01,Canadian Dollar,25151,95154,-70003
2024-10-08,Canadian Dollar,21643,110794,-89151
2024-10-15,Canadian Dollar,36718,159111,-122393
2024-10-22,Canadian Dollar,28439,169070,-140631
2024-10-29,Canadian Dollar,27399,194898,-167499
2024-11-05,Canadian Dollar,26816,202045,-175229
2024-11-12,Canadian Dollar,22011,204400,-182389
2024-11-19,Canadian Dollar,23904,207470,-183566
2024-11-26,Canadian Dollar,21281,175283,-154002
2024-12-03,Canadian Dollar,21696,181042,-159346
2024-12-10,Canadian Dollar,29034,210588,-181554
2024-12-17,Canadian Dollar,19170,201225,-182055
2024-12-24,Canadian Dollar,13502,190222,-176720
2024-12-31,Canadian Dollar,20884,196592,-175708
2025-01-07,Canadian Dollar,19114,197703,-178589
2025-01-14,Canadian Dollar,23031,190184,-167153
2025-01-21,Canadian Dollar,19503,170290,-150787
2025-01-28,Canadian Dollar,21219,168820,-147601
2025-02-04,Canadian Dollar,20421,180865,-160444
2025-02-11,Canadian Dollar,17911,168745,-150834
2025-02-18,Canadian Dollar,21276,165919,-144643
2025-02-25,Canadian Dollar,20523,158429,-137906
2025-03-04,Canadian Dollar,22175,165945,-143770
2025-03-11,Canadian Dollar,19197,161607,-142410
2025-03-18,Canadian Dollar,18089,154671,-136582
2025-03-25,Canadian Dollar,17948,147482,-129534
2025-04-01,Canadian Dollar,17606,147622,-130016
2025-04-08,Canadian Dollar,16029,135270,-119241
2025-04-15,Canadian Dollar,18265,102125,-83860
2025-04-22,Canadian Dollar,18357,85524,-67167
2025-04-29,Canadian Dollar,16046,83251,-67205
2024-04-30,Canola,12664,120802,-108138
2024-05-07,Canola,22416,88839,-66423
2024-05-14,Canola,20144,74763,-54619
2024-05-21,Canola,17837,75131,-57294
2024-05-28,Canola,19085,69740,-50655
2024-06-04,Canola,14030,82879,-68849
2024-06-11,Canola,13977,111023,-97046
2024-06-18,Canola,12727,131766,-119039
2024-06-25,Canola,13758,144685,-130927
2024-07-02,Canola,17126,149239,-132113
2024-07-09,Canola,17772,149240,-131468
2024-07-16,Canola,22386,162972,-140586
2024-07-23,Canola,33036,128910,-95874
2024-07-30,Canola,27241,121126,-93885
2024-08-06,Canola,29083,150064,-120981
2024-08-13,Canola,30138,167890,-137752
2024-08-20,Canola,28058,175833,-147775
2024-08-27,Canola,25880,166984,-141104
2024-09-03,Canola,15038,151793,-136755
2024-09-10,Canola,10121,156916,-146795
2024-09-17,Canola,10690,159551,-148861
2024-09-24,Canola,12798,152577,-139779
2024-10-01,Canola,12324,137865,-125541
2024-10-08,Canola,14890,108703,-93813
2024-10-15,Canola,12150,107006,-94856
2024-10-22,Canola,20510,99697,-79187
2024-10-29,Canola,34621,77967,-43346
2024-11-05,Canola,21810,72567,-50757
2024-11-12,Canola,22154,76226,-54072
2024-11-19,Canola,18512,77141,-58629
2024-11-26,Canola,17370,108720,-91350
2024-12-03,Canola,19216,138739,-119523
2024-12-10,Canola,21377,132873,-111496
2024-12-17,Canola,19554,108737,-89183
2024-12-24,Canola,23643,112382,-88739
2024-12-31,Canola,21218,115466,-94248
2025-01-07,Canola,26281,100602,-74321
2025-01-14,Canola,40812,87890,-47078
2025-01-21,Canola,45836,100095,-54259
2025-01-28,Canola,56996,96357,-39361
2025-02-04,Canola,71684,80257,-8573
2025-02-11,Canola,96322,54617,41705
2025-02-18,Canola,116181,47083,69098
2025-02-25,Canola,126425,46064,80361
2025-03-04,Canola,114407,53446,60961
2025-03-11,Canola,86884,59066,27818
2025-03-18,Canola,62020,87050,-25030
2025-03-25,Canola,45896,106437,-60541
2025-04-01,Canola,49304,109686,-60382
2025-04-08,Canola,44665,76885,-32220
2025-04-15,Canola,68964,48112,20852
2025-04-22,Canola,94577,46743,47834
2025-04-29,Canola,107870,38580,69290
2024-04-30,Cocoa,46931,19779,27152
2024-05-07,Cocoa,44579,18017,26562
2024-05-14,Cocoa,45316,17358,27958
2024-05-21,Cocoa,45441,16550,28891
2024-05-28,Cocoa,48416,15846,32570
2024-06-04,Cocoa,48643,14998,33645
2024-06-11,Cocoa,46749,11418,35331
2024-06-18,Cocoa,47598,13857,33741
2024-06-25,Cocoa,43025,13668,29357
2024-07-02,Cocoa,42987,12825,30162
2024-07-09,Cocoa,45335,13595,31740
2024-07-16,Cocoa,47383,15105,32278
2024-07-23,Cocoa,48976,15673,33303
2024-07-30,Cocoa,49504,16634,32870
2024-08-06,Cocoa,49602,18505,31097
2024-08-13,Cocoa,51018,20750,30268
2024-08-20,Cocoa,51923,23035,28888
2024-08-27,Cocoa,54055,23863,30192
2024-09-03,Cocoa,52248,20318,31930
2024-09-10,Cocoa,49602,17377,32225
2024-09-17,Cocoa,51815,18062,33753
2024-09-24,Cocoa,53115,17101,36014
2024-10-01,Cocoa,54226,14848,39378
2024-10-08,Cocoa,54387,14451,39936
2024-10-15,Cocoa,57763,14451,43312
2024-10-22,Cocoa,55681,14705,40976
2024-10-29,Cocoa,50995,13597,37398
2024-11-05,Cocoa,50411,13752,36659
2024-11-12,Cocoa,51893,13631,38262
2024-11-19,Cocoa,55932,19338,36594
2024-11-26,Cocoa,58002,19267,38735
2024-12-03,Cocoa,56340,19175,37165
2024-12-10,Cocoa,54366,17389,36977
2024-12-17,Cocoa,51064,15783,35281
2024-12-24,Cocoa,49560,12981,36579
2024-12-31,Cocoa,49654,13093,36561
2025-01-07,Cocoa,48729,12935,35794
2025-01-14,Cocoa,49216,12356,36860
2025-01-21,Cocoa,50408,12943,37465
2025-01-28,Cocoa,49950,12982,36968
2025-02-04,Cocoa,48473,13083,35390
2025-02-11,Cocoa,40947,14128,26819
2025-02-18,Cocoa,41996,13987,28009
2025-02-25,Cocoa,32525,13074,19451
2025-03-04,Cocoa,29410,11759,17651
2025-03-11,Cocoa,28388,11092,17296
2025-03-18,Cocoa,28342,11872,16470
2025-03-25,Cocoa,28864,10586,18278
2025-04-01,Cocoa,30747,12146,18601
2025-04-08,Cocoa,26815,9017,17798
2025-04-15,Cocoa,23423,8812,14611
2025-04-22,Cocoa,25112,9535,15577
2025-04-29,Cocoa,27337,9985,17352
2024-04-30,Coffee,93006,24416,68590
2024-05-07,Coffee,85054,22177,62877
2024-05-14,Coffee,77228,20017,57211
2024-05-21,Coffee,78086,18700,59386
2024-05-28,Coffee,81146,18113,63033
2024-06-04,Coffee,84948,17299,67649
2024-06-11,Coffee,83847,20402,63445
2024-06-18,Coffee,83362,15813,67549
2024-06-25,Coffee,85222,14510,70712
2024-07-02,Coffee,84249,16488,67761
2024-07-09,Coffee,90458,15038,75420
2024-07-16,Coffee,86151,15172,70979
2024-07-23,Coffee,83320,16820,66500
2024-07-30,Coffee,78234,15218,63016
2024-08-06,Coffee,72262,13055,59207
2024-08-13,Coffee,72866,13926,58940
2024-08-20,Coffee,79032,14874,64158
2024-08-27,Coffee,81646,14739,66907
2024-09-03,Coffee,80574,16653,63921
2024-09-10,Coffee,79106,15659,63447
2024-09-17,Coffee,83448,13320,70128
2024-09-24,Coffee,82101,13582,68519
2024-10-01,Coffee,81731,13918,67813
2024-10-08,Coffee,76743,14028,62715
2024-10-15,Coffee,79366,12416,66950
2024-10-22,Coffee,79558,13254,66304
2024-10-29,Coffee,77119,11818,65301
2024-11-05,Coffee,75196,12219,62977
2024-11-12,Coffee,77574,9106,68468
2024-11-19,Coffee,79031,10113,68918
2024-11-26,Coffee,83054,12441,70613
2024-12-03,Coffee,78015,11288,66727
2024-12-10,Coffee,76217,14143,62074
2024-12-17,Coffee,74227,12080,62147
2024-12-24,Coffee,75040,10883,64157
2024-12-31,Coffee,74294,11527,62767
2025-01-07,Coffee,76182,12048,64134
2025-01-14,Coffee,80944,8302,72642
2025-01-21,Coffee,83011,8720,74291
2025-01-28,Coffee,85902,9382,76520
2025-02-04,Coffee,83066,11188,71878
2025-02-11,Coffee,78310,14613,63697
2025-02-18,Coffee,75658,13960,61698
2025-02-25,Coffee,74739,15556,59183
2025-03-04,Coffee,73038,14201,58837
2025-03-11,Coffee,70820,14364,56456
2025-03-18,Coffee,69882,13752,56130
2025-03-25,Coffee,70947,12495,58452
2025-04-01,Coffee,67669,13606,54063
2025-04-08,Coffee,59134,15655,43479
2025-04-15,Coffee,50370,10436,39934
2025-04-22,Coffee,51215,10159,41056
2025-04-29,Coffee,59405,10116,49289
2024-04-30,Copper,152807,94743,58064
2024-05-07,Copper,160147,97499,62648
2024-05-14,Copper,163662,101882,61780
2024-05-21,Copper,162887,91193,71694
2024-05-28,Copper,153739,88217,65522
2024-06-04,Copper,142712,81585,61127
2024-06-11,Copper,139013,77725,61288
2024-06-18,Copper,133890,81269,52621
2024-06-25,Copper,134798,84672,50126
2024-07-02,Copper,135243,86020,49223
2024-07-09,Copper,141237,85206,56031
2024-07-16,Copper,139774,80874,58900
2024-07-23,Copper,117236,75016,42220
2024-07-30,Copper,102957,78482,24475
2024-08-06,Copper,88598,69000,19598
2024-08-13,Copper,86013,70216,15797
2024-08-20,Copper,91835,71561,20274
2024-08-27,Copper,89063,71918,17145
2024-09-03,Copper,77290,64329,12961
2024-09-10,Copper,74754,61942,12812
2024-09-17,Copper,79235,59553,19682
2024-09-24,Copper,96262,63132,33130
2024-10-01,Copper,108421,65229,43192
2024-10-08,Copper,105252,62156,43096
2024-10-15,Copper,99036,63514,35522
2024-10-22,Copper,100002,67547,32455
2024-10-29,Copper,96844,73105,23739
2024-11-05,Copper,101996,78326,23670
2024-11-12,Copper,93941,73096,20845
2024-11-19,Copper,87842,72400,15442
2024-11-26,Copper,83268,73343,9925
2024-12-03,Copper,86478,76012,10466
2024-12-10,Copper,84585,73626,10959
2024-12-17,Copper,81540,75600,5940
2024-12-24,Copper,83076,81272,1804
2024-12-31,Copper,88300,87541,759
2025-01-07,Copper,89586,85316,4270
2025-01-14,Copper,84904,73066,11838
2025-01-21,Copper,88855,72192,16663
2025-01-28,Copper,86831,73786,13045
2025-02-04,Copper,92002,76581,15421
2025-02-11,Copper,104032,83136,20896
2025-02-18,Copper,101470,79407,22063
2025-02-25,Copper,91757,72735,19022
2025-03-04,Copper,88987,75975,13012
2025-03-11,Copper,94929,76331,18598
2025-03-18,Copper,101076,75884,25192
2025-03-25,Copper,106085,71981,34104
